registry,image_name,tag,digest,mtype,os,arch,variant,insecure,digest_source,image_type,groups
icr.io,cpopen/common-service-operator,3.23.3,sha256:a257351cb21399f78518e357941375a0217f5095a2ac981634ee5c23420725ae,LIST,"","","",0,CASE,"",""
icr.io,cpopen/common-service-operator,3.23.3-amd64,sha256:e0ec3821a9e4f06325531d18ced6d45be2fd08b1c82d7b225ba8af913449d328,IMAGE,linux,amd64,"",0,CASE,"",""
icr.io,cpopen/common-service-operator,3.23.3-ppc64le,sha256:7aaf76a68808f67041cea1c3e608bc6323200540dcfb1e069252ad73c1482618,IMAGE,linux,ppc64le,"",0,CASE,"",""
icr.io,cpopen/common-service-operator,3.23.3-s390x,sha256:7dd8a8098139388d7483c4d1c06c539e7d724f8305750b928ced12f9a79afe78,IMAGE,linux,s390x,"",0,CASE,"",""
icr.io,cpopen/cpfs/ibm-secretshare-operator,1.20.3,sha256:c78eb3e83a851b2de89f52124d48e3824f9411bb8e193394ce6ff782b2cee5b3,LIST,"","","",0,CASE,"",""
icr.io,cpopen/cpfs/ibm-secretshare-operator,1.20.3-amd64,sha256:428191ab6c01ec01ce5dad7e5f33f1fc8db64fc6e7b49947563e7febf93b9592,IMAGE,linux,amd64,"",0,CASE,"",""
icr.io,cpopen/cpfs/ibm-secretshare-operator,1.20.3-ppc64le,sha256:421556a4b971aaef67a0ca4e526c0b15399ca6123ad747f30d5fb8e026dbdaa6,IMAGE,linux,ppc64le,"",0,CASE,"",""
icr.io,cpopen/cpfs/ibm-secretshare-operator,1.20.3-s390x,sha256:7b1377a6adcbdd6979a749f1fad5315a84afe7ece15a6a44e77749449c2ce02f,IMAGE,linux,s390x,"",0,CASE,"",""
icr.io,cpopen/cpfs/ibm-cs-webhook,1.19.3,sha256:64cb1e1cfa3dacdccc8838dc66507d5fddf4bcb49618cb9b0b460e240098a9b6,LIST,"","","",0,CASE,"",""
icr.io,cpopen/cpfs/ibm-cs-webhook,1.19.3-amd64,sha256:e004f9b0d221604e5617117fc3b1c3d4c28aef6b349953f0c72f7bd7bea03bf4,IMAGE,linux,amd64,"",0,CASE,"",""
icr.io,cpopen/cpfs/ibm-cs-webhook,1.19.3-ppc64le,sha256:fc342531a9cdbe5571eef476720e992ed50d4dbac10c391c248cf6a193722fb9,IMAGE,linux,ppc64le,"",0,CASE,"",""
icr.io,cpopen/cpfs/ibm-cs-webhook,1.19.3-s390x,sha256:107ec75b9bb335c235f1e423b85d32180cb7a6229007b28525d3053e3e498932,IMAGE,linux,s390x,"",0,CASE,"",""
icr.io,cpopen/ibm-namespace-scope-operator,1.17.3,sha256:4b9b0f60d4a26f7144fae86ee467be7765777ca6d0079ebe022f5593ed0250f1,LIST,"","","",0,CASE,"",""
icr.io,cpopen/ibm-namespace-scope-operator,1.17.3-amd64,sha256:6556f78ea85f8eef9ddbdaf834ad185bb382a5f29f5017b26288efac023e4342,IMAGE,linux,amd64,"",0,CASE,"",""
icr.io,cpopen/ibm-namespace-scope-operator,1.17.3-ppc64le,sha256:2d3330a81a1be5fa9a1b6b3fdf5448bbd77d19d250c019d0f814ea39b4d42b22,IMAGE,linux,ppc64le,"",0,CASE,"",""
icr.io,cpopen/ibm-namespace-scope-operator,1.17.3-s390x,sha256:3d40f19b0ca27c04f9cc471e448e9a316a8b9da95ebc00f8a13decf8258f4e29,IMAGE,linux,s390x,"",0,CASE,"",""
icr.io,cpopen/ibm-common-service-catalog,v3.23.3-20230503.000000-000000000,sha256:f5d2719f3e558e56fbbd0286a881a5a812e413337ef129d4ddea1285d3339a76,LIST,"","","",0,CASE,olm-catalog,""
icr.io,cpopen/ibm-common-service-catalog,v3.23.3-20230503.000000-000000000-linux.amd64,sha256:0249c5515aee42cddf2b2f5918f581fd99a5e8125b1a4091584156c5c8b84459,IMAGE,linux,amd64,"",0,CASE,olm-catalog,""
icr.io,cpopen/ibm-common-service-catalog,v3.23.3-20230503.000000-000000000-linux.ppc64le,sha256:739d194daeff9f90ca6b230bf7ef8eb27b1d95fa55eb36135c84f2732b16b4b0,IMAGE,linux,ppc64le,"",0,CASE,olm-catalog,""
icr.io,cpopen/ibm-common-service-catalog,v3.23.3-20230503.000000-000000000-linux.s390x,sha256:dae084a61c5cbf08e3b6ae0ab334120181859516ff1fa7c0ebcaffc3bf4ab8b1,IMAGE,linux,s390x,"",0,CASE,olm-catalog,""
icr.io,cpopen/ibm-iam-operator-bundle,3.23.3,sha256:f74ff5fb9d31e1fff4aea6ed58b5888e71dae6cdcfe1f02cced70041fc5a48af,IMAGE,linux,amd64,"",0,CASE,olm-bundle,""
